bedrooms,RegionID,SizeRank,RegionName,RegionType,State,City,CountyName,date,median value
3,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2016,112696
4,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2016,178826
5,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2016,256768
3,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2016,96418
4,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2016,147343
5,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2016,172916
2,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2016,197916
3,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2016,201156
1,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2016,172771
2,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2016,287349
3,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2016,655765
4,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2016,1002249
5,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2016,1430989
1,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2016,172401
2,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2016,323659
3,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2016,609938
4,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2016,781046
5,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2016,1092411
1,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2016,205995
2,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2016,309555
3,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2016,453409
4,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2016,609434
5,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2016,802729
1,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2016,164672
2,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2016,281780
3,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2016,509503
4,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2016,660506
5,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2016,744705
1,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2016,192399
2,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2016,316394
3,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2016,606364
4,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2016,936325
5,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2016,1281852
3,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2016,91829
5,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2016,138152
2,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2016,65614
3,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2016,90087
5,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2016,192472
1,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2016,165090
2,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2016,216442
3,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2016,316226
4,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2016,450513
5,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2016,521563
1,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2016,175448
2,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2016,233134
3,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2016,334771
4,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2016,521361
5,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2016,900142
3,71034,6502,30314,Zip,GA,Atlanta,Fulton County,1/31/2016,67850
2,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2016,65791
5,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2016,139336
1,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2016,170037
2,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2016,194996
3,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2016,205498
4,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2016,291650
5,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2016,350017
2,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2016,242667
3,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2016,307597
4,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2016,407893
5,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2016,476300
1,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2016,125781
2,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2016,150195
3,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2016,159078
4,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2016,284104
5,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2016,337563
1,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2016,145991
2,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2016,218697
3,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2016,418056
4,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2016,627775
5,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2016,901219
1,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2016,217002
2,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2016,381461
3,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2016,654043
4,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2016,809547
1,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2016,130460
2,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2016,182099
3,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2016,638084
4,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2016,987308
5,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2016,1514845
1,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2016,117330
2,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2016,163439
3,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2016,359951
4,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2016,501367
5,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2016,710685
3,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2016,93264
4,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2016,183075
5,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2016,262261
4,71054,19149,30336,Zip,GA,Atlanta,Fulton County,1/31/2016,145622
2,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2016,104489
3,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2016,126191
4,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2016,179836
5,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2016,223158
1,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2016,137847
2,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2016,203053
3,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2016,468500
4,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2016,717374
5,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2016,1195950
2,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2016,84365
3,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2016,95806
4,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2016,123159
5,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2016,145155
2,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2016,123407
3,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2016,220451
4,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2016,528995
5,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2016,678353
3,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2016,85804
4,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2016,100438
5,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2016,124359
1,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2016,165105
2,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2016,312299
3,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2016,362950
2,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2017,195336
3,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2017,260962
4,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2017,439924
5,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2017,690486
2,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2017,162347
3,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2017,306856
4,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2017,409574
5,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2017,526742
2,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2017,189612
3,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2017,322491
4,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2017,421078
5,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2017,661389
1,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2017,181125
2,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2017,204002
3,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2017,264764
4,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2017,403374
5,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2017,603804
1,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2017,168052
2,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2017,232246
3,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2017,325159
4,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2017,416468
5,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2017,578012
2,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2017,147816
3,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2017,280819
4,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2017,373212
5,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2017,520237
2,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2017,81210
3,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2017,128891
4,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2017,181937
5,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2017,239746
2,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2017,95136
3,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2017,125361
4,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2017,193661
5,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2017,285292
3,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2017,107955
4,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2017,155213
5,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2017,180428
2,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2017,223834
3,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2017,233845
1,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2017,179176
2,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2017,296250
3,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2017,667870
4,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2017,1005464
5,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2017,1440586
1,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2017,188041
2,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2017,346213
3,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2017,617692
4,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2017,789829
5,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2017,1116684
1,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2017,226729
2,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2017,336696
3,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2017,465336
4,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2017,653671
5,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2017,859579
1,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2017,187088
2,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2017,299065
3,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2017,530983
4,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2017,684888
5,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2017,787552
1,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2017,206199
2,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2017,328845
3,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2017,617598
4,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2017,1011907
5,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2017,1398411
3,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2017,120236
5,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2017,165920
2,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2017,82252
3,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2017,107607
5,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2017,218673
1,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2017,191586
2,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2017,245392
3,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2017,355756
4,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2017,491979
5,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2017,564221
1,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2017,186240
2,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2017,252739
3,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2017,370058
4,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2017,552167
5,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2017,843020
3,71034,6502,30314,Zip,GA,Atlanta,Fulton County,1/31/2017,81098
2,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2017,81367
5,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2017,167289
1,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2017,193263
2,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2017,221937
3,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2017,223200
4,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2017,313956
5,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2017,366538
2,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2017,266349
3,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2017,327538
4,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2017,418024
5,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2017,513728
1,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2017,141764
2,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2017,169115
3,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2017,177492
4,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2017,308070
5,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2017,360250
1,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2017,160448
2,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2017,231223
3,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2017,443987
4,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2017,638675
5,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2017,905222
1,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2017,224856
2,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2017,399234
3,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2017,662274
4,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2017,836892
1,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2017,139806
2,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2017,196118
3,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2017,649423
4,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2017,975606
5,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2017,1511266
1,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2017,127096
2,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2017,178367
3,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2017,383765
4,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2017,518491
5,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2017,722380
3,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2017,107366
4,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2017,195114
5,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2017,273912
4,71054,19149,30336,Zip,GA,Atlanta,Fulton County,1/31/2017,158309
2,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2017,111228
3,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2017,133970
4,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2017,191198
5,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2017,238598
1,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2017,153177
2,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2017,216947
3,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2017,474607
4,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2017,723154
5,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2017,1198130
2,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2017,93009
3,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2017,115044
4,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2017,143338
5,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2017,167930
2,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2017,137916
3,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2017,238949
4,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2017,537042
5,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2017,683974
3,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2017,101197
4,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2017,119534
5,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2017,143671
1,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2017,189670
2,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2017,317511
3,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2017,383204
2,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2018,214898
3,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2018,284184
4,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2018,459835
5,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2018,711474
2,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2018,179647
3,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2018,327964
4,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2018,429122
5,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2018,547942
2,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2018,211701
3,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2018,352248
4,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2018,446220
5,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2018,688034
1,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2018,199665
2,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2018,223150
3,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2018,287707
4,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2018,423459
5,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2018,618512
1,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2018,186684
2,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2018,255353
3,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2018,348812
4,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2018,436466
5,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2018,600587
2,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2018,162057
3,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2018,305992
4,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2018,393827
5,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2018,544317
2,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2018,96081
3,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2018,141625
4,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2018,193550
5,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2018,256261
2,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2018,113495
3,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2018,136457
4,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2018,210029
5,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2018,312866
3,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2018,121684
4,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2018,165339
5,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2018,191375
2,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2018,211831
3,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2018,252240
1,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2018,202800
2,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2018,317832
3,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2018,695259
4,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2018,1065365
5,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2018,1527301
1,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2018,215185
2,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2018,378177
3,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2018,673069
4,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2018,861109
5,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2018,1218192
1,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2018,253197
2,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2018,379753
3,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2018,514685
4,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2018,723654
5,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2018,946892
1,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2018,208105
2,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2018,321790
3,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2018,594985
4,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2018,757245
5,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2018,887943
1,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,227548
2,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,354401
3,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,654155
4,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,1116256
5,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,1523602
3,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2018,162176
5,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2018,217132
2,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2018,117830
3,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2018,142124
5,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2018,244546
1,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,221371
2,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,279914
3,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,405620
4,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,556398
5,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,624316
1,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,208228
2,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,281336
3,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,432079
4,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,601325
5,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,878302
3,71034,6502,30314,Zip,GA,Atlanta,Fulton County,1/31/2018,109476
2,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2018,96889
5,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2018,197765
1,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,224567
2,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,256568
3,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,257817
4,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,358067
5,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,413594
2,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,321869
3,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,375296
4,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,483658
5,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,583616
1,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,163302
2,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,191594
3,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,202988
4,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,336601
5,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,393421
