bedrooms,RegionID,SizeRank,RegionName,RegionType,State,City,CountyName,date,median value
4,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2013,814471
5,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2013,1286985
1,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2013,81139
2,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2013,111263
3,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2013,270329
4,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2013,416234
5,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2013,603469
3,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2013,68149
4,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2013,133464
5,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2013,200978
4,71054,19149,30336,Zip,GA,Atlanta,Fulton County,1/31/2013,104231
2,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2013,92248
3,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2013,107158
4,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2013,129883
5,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2013,156961
1,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2013,90031
2,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2013,143134
3,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2013,354572
4,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2013,577395
5,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2013,1001935
2,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2013,57466
3,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2013,63669
4,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2013,93218
5,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2013,115922
2,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2013,83363
3,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2013,163924
4,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2013,453381
5,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2013,594002
3,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2013,69586
4,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2013,73505
5,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2013,91030
1,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2013,111857
2,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2013,223206
3,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2013,250716
2,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2014,150498
3,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2014,211878
4,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2014,386457
5,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2014,623782
2,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2014,122436
3,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2014,254929
4,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2014,357764
5,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2014,468230
2,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2014,146613
3,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2014,256592
4,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2014,358225
5,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2014,601287
1,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2014,145781
2,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2014,158661
3,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2014,218946
4,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2014,355265
5,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2014,561193
1,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2014,127528
2,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2014,182832
3,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2014,264707
4,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2014,359683
5,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2014,524227
2,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2014,115435
3,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2014,228904
4,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2014,321169
5,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2014,480794
2,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2014,63528
3,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2014,94434
4,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2014,141781
5,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2014,201411
2,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2014,84205
3,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2014,95085
4,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2014,154662
5,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2014,234771
3,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2014,80469
4,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2014,115429
5,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2014,142826
2,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2014,184017
3,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2014,188158
1,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2014,145125
2,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2014,247330
3,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2014,578341
4,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2014,896852
5,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2014,1332265
1,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2014,145903
2,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2014,280437
3,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2014,523981
4,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2014,684769
5,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2014,958624
1,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2014,170254
2,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2014,265129
3,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2014,401026
4,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2014,549835
5,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2014,723879
1,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2014,132383
2,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2014,242100
3,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2014,436608
4,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2014,557018
5,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2014,625716
1,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2014,164798
2,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2014,274330
3,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2014,520340
4,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2014,794662
5,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2014,1145957
3,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2014,70868
5,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2014,136306
2,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2014,52055
3,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2014,68555
5,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2014,160928
1,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2014,133994
2,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2014,171301
3,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2014,259074
4,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2014,372804
5,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2014,429920
1,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2014,135603
2,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2014,184639
3,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2014,303731
4,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2014,452314
5,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2014,791405
3,71034,6502,30314,Zip,GA,Atlanta,Fulton County,1/31/2014,61320
2,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2014,62454
5,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2014,117497
1,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2014,135333
2,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2014,155290
3,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2014,163110
4,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2014,242614
5,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2014,292954
2,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2014,181638
3,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2014,240815
4,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2014,352392
5,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2014,415070
1,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2014,108120
2,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2014,119565
3,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2014,129980
4,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2014,233373
5,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2014,276582
1,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2014,116602
2,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2014,183298
3,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2014,370086
4,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2014,569323
5,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2014,814226
1,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2014,194423
2,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2014,335838
3,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2014,568635
4,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2014,709691
1,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2014,107416
2,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2014,151057
3,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2014,576051
4,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2014,890979
5,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2014,1417796
1,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2014,93062
2,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2014,128591
3,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2014,304870
4,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2014,458428
5,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2014,663997
3,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2014,79538
4,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2014,157049
5,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2014,234399
4,71054,19149,30336,Zip,GA,Atlanta,Fulton County,1/31/2014,122859
2,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2014,93772
3,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2014,112381
4,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2014,142866
5,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2014,173876
1,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2014,111578
2,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2014,166111
3,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2014,396768
4,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2014,652407
5,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2014,1097567
2,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2014,63686
3,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2014,75613
4,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2014,107400
5,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2014,130742
2,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2014,101492
3,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2014,192353
4,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2014,500158
5,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2014,658695
3,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2014,77080
4,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2014,78996
5,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2014,97466
1,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2014,137764
2,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2014,277383
3,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2014,281811
2,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2015,162447
3,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2015,226541
4,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2015,401553
5,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2015,642825
2,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2015,132930
3,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2015,269821
4,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2015,374191
5,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2015,490635
2,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2015,156987
3,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2015,276976
4,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2015,377762
5,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2015,615922
1,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2015,155611
2,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2015,170604
3,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2015,231322
4,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2015,369982
5,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2015,573418
1,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2015,139413
2,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2015,195532
3,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2015,283652
4,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2015,373000
5,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2015,527981
2,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2015,123094
3,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2015,240817
4,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2015,332594
5,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2015,488441
2,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2015,70061
3,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2015,107985
4,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2015,159708
5,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2015,217999
2,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2015,91304
3,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2015,103649
4,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2015,162491
5,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2015,244395
3,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2015,88899
4,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2015,133240
5,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2015,154059
2,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2015,171617
3,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2015,198791
1,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2015,158077
2,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2015,265169
3,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2015,605575
4,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2015,937337
5,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2015,1363762
1,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2015,158096
2,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2015,298960
3,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2015,556930
4,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2015,719720
5,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2015,1018560
1,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2015,188514
2,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2015,286776
3,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2015,420364
4,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2015,574420
5,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2015,758223
1,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2015,148581
2,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2015,258313
3,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2015,469884
4,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2015,590807
5,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2015,670835
1,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2015,178827
2,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2015,289028
3,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2015,569795
4,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2015,890106
5,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2015,1215993
3,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2015,78972
5,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2015,121600
2,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2015,56526
3,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2015,78592
5,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2015,169042
1,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2015,151592
2,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2015,188052
3,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2015,278396
4,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2015,398159
5,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2015,448692
1,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2015,153971
2,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2015,205523
3,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2015,324851
4,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2015,488410
5,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2015,856027
3,71034,6502,30314,Zip,GA,Atlanta,Fulton County,1/31/2015,59134
2,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2015,62850
5,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2015,125539
1,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2015,152555
2,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2015,171272
3,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2015,183218
4,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2015,261773
5,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2015,317662
2,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2015,210228
3,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2015,275238
4,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2015,376886
5,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2015,445462
1,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2015,115585
2,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2015,133769
3,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2015,142716
4,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2015,249530
5,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2015,298016
1,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2015,131245
2,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2015,196380
3,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2015,393100
4,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2015,601123
5,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2015,853321
1,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2015,213646
2,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2015,361556
3,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2015,612461
4,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2015,782806
1,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2015,110975
2,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2015,159983
3,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2015,598071
4,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2015,921568
5,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2015,1445447
1,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2015,99525
2,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2015,146735
3,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2015,327364
4,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2015,471373
5,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2015,667131
3,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2015,89698
4,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2015,174712
5,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2015,247705
4,71054,19149,30336,Zip,GA,Atlanta,Fulton County,1/31/2015,151113
2,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2015,107909
3,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2015,119976
4,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2015,164525
5,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2015,198426
1,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2015,116702
2,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2015,181803
3,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2015,426548
4,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2015,672757
5,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2015,1122738
2,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2015,72526
3,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2015,87121
4,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2015,112223
5,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2015,134022
2,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2015,111684
3,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2015,206965
4,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2015,507457
5,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2015,656517
3,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2015,80853
4,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2015,88022
5,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2015,107998
1,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2015,154597
2,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2015,291042
3,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2015,321681
2,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2016,178591
3,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2016,242873
4,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2016,422188
5,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2016,670452
2,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2016,144656
3,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2016,287800
4,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2016,394478
5,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2016,513857
2,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2016,172563
3,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2016,294036
4,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2016,399150
5,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2016,641560
1,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2016,171902
2,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2016,188330
3,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2016,246580
4,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2016,388156
5,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2016,597068
1,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2016,155250
2,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2016,215369
3,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2016,302743
4,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2016,396222
5,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2016,560055
2,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2016,135886
3,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2016,258172
4,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2016,349835
5,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2016,505073
2,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2016,76746
3,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2016,117313
4,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2016,172789
5,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2016,227884
2,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2016,93501
