bedrooms,RegionID,SizeRank,RegionName,RegionType,State,City,CountyName,date,median,lat,lon
3,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,654155,33.794055,-84.38525
4,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,1116256,33.794055,-84.38525
5,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2018,1523602,33.794055,-84.38525
3,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2018,162176,33.727807,-84.41983
5,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2018,217132,33.727807,-84.41983
2,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2018,117830,33.724907,-84.47131
3,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2018,142124,33.724907,-84.47131
5,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2018,244546,33.724907,-84.47131
1,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,221371,33.745739,-84.3764
2,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,279914,33.745739,-84.3764
3,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,405620,33.745739,-84.3764
4,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,556398,33.745739,-84.3764
5,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2018,624316,33.745739,-84.3764
1,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,208228,33.761223,-84.39599
2,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,281336,33.761223,-84.39599
3,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,432079,33.761223,-84.39599
4,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,601325,33.761223,-84.39599
5,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2018,878302,33.761223,-84.39599
3,71034,6502,30314,Zip,GA,Atlanta,Fulton County,1/31/2018,109476,33.758056,-84.42268
2,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2018,96889,33.709595,-84.38365
5,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2018,197765,33.709595,-84.38365
1,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,224567,33.729506,-84.34087
2,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,256568,33.729506,-84.34087
3,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,257817,33.729506,-84.34087
4,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,358067,33.729506,-84.34087
5,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2018,413594,33.729506,-84.34087
2,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,321869,33.750005,-84.31854
3,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,375296,33.750005,-84.31854
4,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,483658,33.750005,-84.31854
5,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2018,583616,33.750005,-84.31854
1,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,163302,33.786805,-84.437
2,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,191594,33.786805,-84.437
3,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,202988,33.786805,-84.437
4,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,336601,33.786805,-84.437
5,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2018,393421,33.786805,-84.437
1,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2018,178675,33.818304,-84.35779
2,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2018,252037,33.818304,-84.35779
3,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2018,478684,33.818304,-84.35779
4,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2018,673546,33.818304,-84.35779
5,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2018,971735,33.818304,-84.35779
1,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2018,236703,33.849853,-84.3606
2,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2018,410626,33.849853,-84.3606
3,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2018,683283,33.849853,-84.3606
4,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2018,871268,33.849853,-84.3606
1,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2018,147053,33.86427,-84.41972
2,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2018,212728,33.86427,-84.41972
3,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2018,672323,33.86427,-84.41972
4,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2018,1008146,33.86427,-84.41972
5,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2018,1586264,33.86427,-84.41972
1,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2018,140465,33.931746,-84.37817
2,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2018,198264,33.931746,-84.37817
3,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2018,409329,33.931746,-84.37817
4,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2018,542080,33.931746,-84.37817
5,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2018,748905,33.931746,-84.37817
3,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2018,120276,33.715558,-84.52728
4,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2018,209841,33.715558,-84.52728
5,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2018,287879,33.715558,-84.52728
4,71054,19149,30336,Zip,GA,Atlanta,Fulton County,1/31/2018,166787,33.744007,-84.56032
2,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2018,118252,33.646984,-84.4538
3,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2018,155374,33.646984,-84.4538
4,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2018,217533,33.646984,-84.4538
5,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2018,279110,33.646984,-84.4538
1,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2018,169866,33.879003,-84.37203
2,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2018,240902,33.879003,-84.37203
3,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2018,503230,33.879003,-84.37203
4,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2018,762168,33.879003,-84.37203
5,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2018,1266721,33.879003,-84.37203
2,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2018,113131,33.676258,-84.44977
3,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2018,135620,33.676258,-84.44977
4,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2018,159909,33.676258,-84.44977
5,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2018,185000,33.676258,-84.44977
2,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2018,153711,33.97285,-84.32775
3,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2018,259779,33.97285,-84.32775
4,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2018,562927,33.97285,-84.32775
5,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2018,713214,33.97285,-84.32775
3,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2018,108857,33.658834,-84.39682
4,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2018,138016,33.658834,-84.39682
5,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2018,162264,33.658834,-84.39682
1,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2018,203399,33.844371,-84.47405
2,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2018,341086,33.844371,-84.47405
3,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2018,410767,33.844371,-84.47405
2,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2019,231125,34.119177,-84.30292
3,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2019,302343,34.119177,-84.30292
4,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2019,477369,34.119177,-84.30292
5,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2019,728573,34.119177,-84.30292
2,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2019,201412,34.080035,-84.21929
3,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2019,343004,34.080035,-84.21929
4,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2019,439360,34.080035,-84.21929
5,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2019,552785,34.080035,-84.21929
2,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2019,229620,33.844371,-84.47405
3,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2019,380135,33.844371,-84.47405
4,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2019,467684,33.844371,-84.47405
5,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2019,704416,33.844371,-84.47405
1,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2019,214936,34.026238,-84.24506
2,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2019,239523,34.026238,-84.24506
3,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2019,303861,34.026238,-84.24506
4,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2019,437492,34.026238,-84.24506
5,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2019,627457,34.026238,-84.24506
1,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2019,205412,34.049789,-84.38539
2,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2019,280484,34.049789,-84.38539
3,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2019,367824,34.049789,-84.38539
4,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2019,453205,34.049789,-84.38539
5,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2019,612306,34.049789,-84.38539
2,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2019,177093,34.032532,-84.31774
3,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2019,323787,34.032532,-84.31774
4,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2019,410637,34.032532,-84.31774
5,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2019,561549,34.032532,-84.31774
2,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2019,116155,33.565662,-84.59321
3,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2019,156273,33.565662,-84.59321
4,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2019,208383,33.565662,-84.59321
5,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2019,272242,33.565662,-84.59321
2,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2019,131685,33.527793,-84.69453
3,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2019,147507,33.527793,-84.69453
4,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2019,224730,33.527793,-84.69453
5,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2019,331403,33.527793,-84.69453
3,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2019,135266,33.580878,-84.54611
4,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2019,179948,33.580878,-84.54611
5,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2019,202115,33.580878,-84.54611
2,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2019,245207,33.752856,-84.39013
3,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2019,281875,33.752856,-84.39013
1,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2019,219785,33.830054,-84.38472
2,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2019,331219,33.830054,-84.38472
3,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2019,709659,33.830054,-84.38472
4,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2019,1102885,33.830054,-84.38472
5,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2019,1613290,33.830054,-84.38472
1,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2019,234357,33.786755,-84.35149
2,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2019,395338,33.786755,-84.35149
3,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2019,691802,33.786755,-84.35149
4,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2019,893987,33.786755,-84.35149
5,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2019,1283444,33.786755,-84.35149
1,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2019,278021,33.768205,-84.33786
2,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2019,407632,33.768205,-84.33786
3,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2019,535454,33.768205,-84.33786
4,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2019,736575,33.768205,-84.33786
5,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2019,977258,33.768205,-84.33786
1,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2019,230669,33.771755,-84.38065
2,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2019,339881,33.771755,-84.38065
3,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2019,621830,33.771755,-84.38065
4,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2019,782375,33.771755,-84.38065
5,71028,2775,30308,Zip,GA,Atlanta,Fulton County,1/31/2019,927948,33.771755,-84.38065
1,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2019,247947,33.794055,-84.38525
2,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2019,375176,33.794055,-84.38525
3,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2019,673609,33.794055,-84.38525
4,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2019,1152211,33.794055,-84.38525
5,71029,1016,30309,Zip,GA,Atlanta,Fulton County,1/31/2019,1644656,33.794055,-84.38525
3,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2019,230108,33.727807,-84.41983
5,71030,3295,30310,Zip,GA,Atlanta,Fulton County,1/31/2019,279305,33.727807,-84.41983
2,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2019,160090,33.724907,-84.47131
3,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2019,190260,33.724907,-84.47131
5,71031,2158,30311,Zip,GA,Atlanta,Fulton County,1/31/2019,287393,33.724907,-84.47131
1,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2019,247072,33.745739,-84.3764
2,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2019,311729,33.745739,-84.3764
3,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2019,440245,33.745739,-84.3764
4,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2019,600733,33.745739,-84.3764
5,71032,3019,30312,Zip,GA,Atlanta,Fulton County,1/31/2019,654486,33.745739,-84.3764
1,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2019,226358,33.761223,-84.39599
2,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2019,302640,33.761223,-84.39599
3,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2019,459544,33.761223,-84.39599
4,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2019,625962,33.761223,-84.39599
5,71033,12097,30313,Zip,GA,Atlanta,Fulton County,1/31/2019,890405,33.761223,-84.39599
3,71034,6502,30314,Zip,GA,Atlanta,Fulton County,1/31/2019,154599,33.758056,-84.42268
2,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2019,128212,33.709595,-84.38365
5,71035,2847,30315,Zip,GA,Atlanta,Fulton County,1/31/2019,228270,33.709595,-84.38365
1,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2019,249605,33.729506,-84.34087
2,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2019,290082,33.729506,-84.34087
3,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2019,290130,33.729506,-84.34087
4,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2019,386969,33.729506,-84.34087
5,71036,1832,30316,Zip,GA,Atlanta,Fulton County,1/31/2019,446380,33.729506,-84.34087
2,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2019,361908,33.750005,-84.31854
3,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2019,408216,33.750005,-84.31854
4,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2019,509476,33.750005,-84.31854
5,71037,7610,30317,Zip,GA,Atlanta,Fulton County,1/31/2019,622423,33.750005,-84.31854
1,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2019,182307,33.786805,-84.437
2,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2019,221275,33.786805,-84.437
3,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2019,234812,33.786805,-84.437
4,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2019,374202,33.786805,-84.437
5,71038,162,30318,Zip,GA,Atlanta,Fulton County,1/31/2019,433105,33.786805,-84.437
1,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2019,197652,33.818304,-84.35779
2,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2019,272226,33.818304,-84.35779
3,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2019,499735,33.818304,-84.35779
4,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2019,688557,33.818304,-84.35779
5,71043,1166,30324,Zip,GA,Atlanta,Fulton County,1/31/2019,1014881,33.818304,-84.35779
1,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2019,250423,33.849853,-84.3606
2,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2019,411937,33.849853,-84.3606
3,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2019,685221,33.849853,-84.3606
4,71045,7961,30326,Zip,GA,Atlanta,Fulton County,1/31/2019,893191,33.849853,-84.3606
1,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2019,161536,33.86427,-84.41972
2,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2019,233965,33.86427,-84.41972
3,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2019,699444,33.86427,-84.41972
4,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2019,1042222,33.86427,-84.41972
5,71046,4773,30327,Zip,GA,Atlanta,Fulton County,1/31/2019,1668523,33.86427,-84.41972
1,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2019,151619,33.931746,-84.37817
2,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2019,213593,33.931746,-84.37817
3,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2019,424168,33.931746,-84.37817
4,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2019,556440,33.931746,-84.37817
5,71047,1096,30328,Zip,GA,Sandy Springs,Fulton County,1/31/2019,758229,33.931746,-84.37817
3,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2019,141347,33.715558,-84.52728
4,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2019,226337,33.715558,-84.52728
5,71050,262,30331,Zip,GA,Atlanta,Fulton County,1/31/2019,308273,33.715558,-84.52728
4,71054,19149,30336,Zip,GA,Atlanta,Fulton County,1/31/2019,182891,33.744007,-84.56032
2,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2019,155480,33.646984,-84.4538
3,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2019,189933,33.646984,-84.4538
4,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2019,246451,33.646984,-84.4538
5,71055,8357,30337,Zip,GA,College Park,Fulton County,1/31/2019,302685,33.646984,-84.4538
1,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2019,184484,33.879003,-84.37203
2,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2019,260501,33.879003,-84.37203
3,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2019,523870,33.879003,-84.37203
4,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2019,786898,33.879003,-84.37203
5,71060,2502,30342,Zip,GA,Sandy Springs,Fulton County,1/31/2019,1316582,33.879003,-84.37203
2,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2019,141475,33.676258,-84.44977
3,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2019,156886,33.676258,-84.44977
4,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2019,183658,33.676258,-84.44977
5,71062,2336,30344,Zip,GA,East Point,Fulton County,1/31/2019,211551,33.676258,-84.44977
2,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2019,169757,33.97285,-84.32775
3,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2019,276312,33.97285,-84.32775
4,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2019,573533,33.97285,-84.32775
5,71068,1470,30350,Zip,GA,Sandy Springs,Fulton County,1/31/2019,709328,33.97285,-84.32775
3,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2019,139707,33.658834,-84.39682
4,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2019,157512,33.658834,-84.39682
5,71070,7383,30354,Zip,GA,Atlanta,Fulton County,1/31/2019,181099,33.658834,-84.39682
1,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2019,223621,33.844371,-84.47405
2,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2019,353472,33.844371,-84.47405
3,71079,12482,30363,Zip,GA,Atlanta,Fulton County,1/31/2019,424117,33.844371,-84.47405
2,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2020,241674,34.119177,-84.30292
3,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2020,310064,34.119177,-84.30292
4,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2020,485106,34.119177,-84.30292
5,70791,302,30004,Zip,GA,Milton,Fulton County,1/31/2020,730723,34.119177,-84.30292
2,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2020,206906,34.080035,-84.21929
3,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2020,348361,34.080035,-84.21929
4,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2020,444236,34.080035,-84.21929
5,70792,2978,30005,Zip,GA,Alpharetta,Fulton County,1/31/2020,559386,34.080035,-84.21929
2,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2020,242580,33.844371,-84.47405
3,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2020,387476,33.844371,-84.47405
4,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2020,477528,33.844371,-84.47405
5,70796,5968,30009,Zip,GA,Alpharetta,Fulton County,1/31/2020,707308,33.844371,-84.47405
1,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2020,211584,34.026238,-84.24506
2,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2020,248240,34.026238,-84.24506
3,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2020,310298,34.026238,-84.24506
4,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2020,437415,34.026238,-84.24506
5,70808,301,30022,Zip,GA,Johns Creek,Fulton County,1/31/2020,629886,34.026238,-84.24506
1,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2020,221246,34.049789,-84.38539
2,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2020,290910,34.049789,-84.38539
3,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2020,370749,34.049789,-84.38539
4,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2020,455408,34.049789,-84.38539
5,70854,602,30075,Zip,GA,Roswell,Fulton County,1/31/2020,610156,34.049789,-84.38539
2,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2020,186361,34.032532,-84.31774
3,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2020,329695,34.032532,-84.31774
4,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2020,412641,34.032532,-84.31774
5,70855,1284,30076,Zip,GA,Roswell,Fulton County,1/31/2020,564049,34.032532,-84.31774
2,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2020,128792,33.565662,-84.59321
3,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2020,167524,33.565662,-84.59321
4,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2020,218981,33.565662,-84.59321
5,70959,1912,30213,Zip,GA,Fairburn,Fulton County,1/31/2020,286005,33.565662,-84.59321
2,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2020,143898,33.527793,-84.69453
3,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2020,162858,33.527793,-84.69453
4,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2020,237159,33.527793,-84.69453
5,70995,9177,30268,Zip,GA,Palmetto,Fulton County,1/31/2020,350415,33.527793,-84.69453
3,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2020,147471,33.580878,-84.54611
4,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2020,190007,33.580878,-84.54611
5,71013,5112,30291,Zip,GA,Union City,Fulton County,1/31/2020,215574,33.580878,-84.54611
2,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2020,260595,33.752856,-84.39013
3,71023,16830,30303,Zip,GA,Atlanta,Fulton County,1/31/2020,296624,33.752856,-84.39013
1,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2020,216366,33.830054,-84.38472
2,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2020,333045,33.830054,-84.38472
3,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2020,716378,33.830054,-84.38472
4,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2020,1109322,33.830054,-84.38472
5,71025,1929,30305,Zip,GA,Atlanta,Fulton County,1/31/2020,1643634,33.830054,-84.38472
1,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2020,229378,33.786755,-84.35149
2,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2020,398241,33.786755,-84.35149
3,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2020,720104,33.786755,-84.35149
4,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2020,902673,33.786755,-84.35149
5,71026,3579,30306,Zip,GA,Atlanta,Fulton County,1/31/2020,1277315,33.786755,-84.35149
1,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2020,274941,33.768205,-84.33786
2,71027,4908,30307,Zip,GA,Atlanta,Fulton County,1/31/2020,407707,33.768205,-84.33786
